TransactionDate,TransactionType,Location,Channel,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,AgeGroup_Encoded,AmountCategory_Encoded
-0.7829201722791025,0.5335636983285978,1.2328185734141242,-1.226183416771318,-1.3402443945815805,-0.5508061763856842,-0.20492663290366603,-0.0020998402931913275,-0.695733480194578,0.18240542714132166,-0.8778622909288576
-0.08909174143597307,0.5335636983285978,-0.48809751652141153,-1.226183416771318,-1.3402443945815805,0.30807764405620525,-0.20492663290366603,2.227746327907422,0.13951173772236922,0.18240542714132166,1.1391308298957796
0.027939560152024666,0.5335636983285978,0.16748956535879253,1.2608773695498108,1.3061405891580722,-0.908674434903138,-0.20492663290366603,-1.0310211666554914,-1.3101667439495737,1.34989322483922,-0.8778622909288576
-0.590654462527392,0.5335636983285978,0.9869734177090476,1.2608773695498108,1.3061405891580722,-1.352431075464781,-0.20492663290366603,0.8893666991431588,-0.1389033349166132,1.34989322483922,-0.8778622909288576
0.9711561217600541,-1.8741904727261725,-1.6353749098117687,1.2608773695498108,1.3061405891580722,1.1240172734760001,-0.20492663290366603,0.5954665425456696,-1.5501797376038688,-0.9850823705565765,-0.8778622909288576
-0.8456155124155299,0.5335636983285978,0.5772314915339201,-1.226183416771318,1.3061405891580722,0.7518342846178481,-0.20492663290366603,-1.1188745319995996,-1.5789812968423842,1.34989322483922,-0.8778622909288576
-1.3039881103018542,-1.8741904727261725,1.4786637291192006,-1.226183416771318,-1.3402443945815805,0.2794481833748089,-0.20492663290366603,2.113709993169509,0.46592940909221064,-0.9850823705565765,-0.8778622909288576
-0.5641830966920115,-1.8741904727261725,-0.406149131286386,0.01734697638924656,0.4240122612448547,2.455287195160929,-0.20492663290366603,-0.5993516045694557,0.897952797669942,0.18240542714132166,-0.8778622909288576
-0.9542874353186707,-1.8741904727261725,-0.8158910574615136,0.01734697638924656,-0.4581160666683629,-0.47923252468219335,-0.20492663290366603,1.0250343494799323,1.0803626728472062,-0.9850823705565765,-0.8778622909288576
-0.8804462569357673,0.5335636983285978,0.41333472106386904,-1.226183416771318,-1.3402443945815805,0.007468306901543957,-0.20492663290366603,-1.0569307789375313,-1.6173833758270715,-0.9850823705565765,1.1391308298957796
-1.01140985633186,-1.8741904727261725,-1.7173232950467943,1.2608773695498108,-0.4581160666683629,-0.8657302438810436,-0.20492663290366603,0.639337780143168,-1.492576619126838,-0.9850823705565765,-0.8778622909288576
-1.4043006545201382,0.5335636983285978,0.08554118012376702,1.2608773695498108,1.3061405891580722,0.7661490149585463,-0.20492663290366603,-0.9262016084972551,-1.233362585980199,1.34989322483922,-0.8778622909288576
-0.28553714053011214,-1.8741904727261725,0.16748956535879253,0.01734697638924656,1.3061405891580722,-0.12136426616473946,-0.20492663290366603,-0.9026800026821374,-0.4077178878094238,1.34989322483922,1.1391308298957796
1.2971718904694762,0.5335636983285978,0.08554118012376702,-1.226183416771318,1.3061405891580722,0.05041249792363843,-0.20492663290366603,-1.2715393212386252,-1.29096570445723,1.34989322483922,1.1391308298957796
-1.3360323952604727,0.5335636983285978,0.0035927948887415086,1.2608773695498108,1.3061405891580722,0.20787453167131814,-0.20492663290366603,-1.2431101816151346,0.46592940909221064,1.34989322483922,-0.8778622909288576
1.5493464807959954,0.5335636983285978,-0.897839442696539,-1.226183416771318,-0.4581160666683629,0.13630087996782736,-0.20492663290366603,-0.42674979805637314,1.7043964563483738,-0.9850823705565765,1.1391308298957796
