PCA1,PCA2,PCA3,PCA4,PCA5,Target
1.5435569171533312,-0.7493181441212247,-1.6427183822866294,-0.23500890060255425,-0.3857353018351297,1
-1.7450792657977514,-2.804914547920793,-0.5172678252138758,-0.989411425939547,0.26243878682351146,7
-0.2556024074637868,2.7015312371230924,-0.48201223067816334,1.3352611373484489,0.10452481655287685,3
-0.14341783251399187,1.5563279388858475,-0.6966782459951579,1.3107941547735242,-1.1188918147289255,3
2.7114354704886714,0.6780402465388473,0.9043364304792257,1.6148350139779726,1.8629328824860976,6
-0.37742294670607945,2.721543932347376,-1.327295299378925,-0.39085894775532476,0.9682960507267012,3
0.16651608388639527,-1.8870671380204642,-1.3518310565897003,0.7888728807873613,-0.8673123997741553,5
3.3917947104151556,0.8878644900262516,1.0001965597318692,-0.33011071873082937,0.5280463140381538,1
2.78995338466721,-0.7540513456961828,0.13985136172646395,0.4357838239597145,-1.5213704079827446,6
-2.4390419044289198,-1.7704831065494344,0.5378650576373359,-0.9477702635352334,0.34560815730547206,2
2.8890881458892816,-0.44162787019229666,0.4844538542044804,1.577712791796349,-0.5306626343782751,6
-0.2922622327044335,2.6037138050087427,-0.4151244384464917,0.6107003078819321,0.35726136517636814,3
-3.4706867444516782,1.557702399915104,1.4956602583623577,0.8279644217789799,-0.29867895741011624,0
-4.115812238916092,1.380315326180746,0.7980708854336688,-0.5571441473150964,1.471234495625495,0
-0.2813429454208549,2.811437780278736,-0.5078055476670015,0.3340305039809607,-0.8213688128981799,3
-2.130112956677271,-1.0403593204038013,-0.03934463786366571,-1.1794766393852063,0.2525524799794439,7
-3.4964946977218907,1.7004890355742168,1.8944534728804263,0.6662701002498369,1.3134863699718304,0
-1.9504804567007035,-1.221350295906067,0.8242795166136371,-0.05475709603023693,1.2181253137530013,2
2.8796209627643816,-0.21223366031977475,0.13579607148753825,-0.05399961562025635,-1.6879887883889237,1
0.28697566423893317,2.1668483086380315,0.4822163451583862,1.4346362030045399,0.1603084273059487,3
1.44629874294627,0.14585493931889687,-1.0206252720465216,-0.09024135035138464,-1.3606861269593722,1
-0.16015006551303967,-1.4533124435222462,-1.5963066872617109,0.7233960267012283,0.4463963749702468,5
1.6174006229798308,-0.594893542553586,-0.7783952295365388,0.7781385656037711,0.6873815914782122,1
2.9712411985213145,2.848340935125082,2.742848858664253,-1.803930334996834,0.6158603418411391,4
-0.2867073271334739,2.5539457900777243,-0.5899309707039702,1.1647949341616715,-0.23468531252296243,3
2.7641351532930245,0.8237754201502809,0.997707643755044,1.1251906033063444,1.5620001952402978,6
